processed,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
need learn one place one time try not worry everything,0,0,0,1,0,0,0,0
love word fret so much heaven,0,1,0,0,1,0,0,1
bright side youtube hero leafy finally get banned,0,1,0,0,0,0,0,0
blood boiling,1,0,1,0,0,0,0,0
turn frown upside,1,0,1,0,0,1,0,0
laughing loud just awarded fuck bomb trophy auto dealer live serious,0,0,1,0,1,0,0,0
matthew 25 1 13 could somebody shoot video could 1 horror video ame time turning many 2 christ,0,0,0,1,0,0,0,0
not believe putting price already know struggling pay bill not change package raging,1,0,1,0,0,0,0,0
just looked wood goal not think first chance bad miss horrible height hit hard level well hit,0,1,0,1,1,0,0,1
so not pumped interview,1,0,0,1,0,0,0,0
oh yeah never showed part ession plop discord pure hilarity,0,1,0,0,1,0,0,0
bet dog eating name brand cheerio not relate eat cheery,0,0,0,0,0,0,0,0
funny hurry plenty time stop threaten people,1,0,1,1,0,0,0,0
yuuhh plus clin ep prevmed ugghh hahaha bitter,1,0,1,0,0,1,0,0
curious know just much money original air bud made justify continuation awful sequel spinoffs,1,0,1,0,1,0,0,0
thought peeped snap homie laughing loud,0,0,0,0,1,0,0,0
injecting little levity person tweeted coke rape tweet obviously idiot,1,0,1,0,0,0,0,0
always emotionalhedge p elated start mentioned tamu 6,0,1,0,0,1,0,1,0
producer mixing mastering ongs murky notebook mixtape tape soon free download,0,1,0,0,1,0,0,1
shew,0,0,0,0,0,0,0,0
go one extra mile just see smiling,0,1,0,0,1,0,0,1
logically speaking not worst ever felt even passing still joyous occasion,0,1,0,0,1,0,0,0
never said just not fair yous think completely okay bully someone,1,0,1,0,0,0,0,0
friend want go drinking know going say no social anxiety run life,0,1,0,1,0,1,0,0
classic shitlib bullshit create horrible problem discuss solve pimp,1,1,1,1,0,0,0,0
swear guy friend scaredy cat not horror movie not haunted house freak,1,0,1,1,0,0,0,0
really amazing money gi qb nfl texan brock terrible,1,0,1,0,0,0,0,0
feel like appendix not purpose sad depressed depression alone lonely broken sadness cry hurt crying life,0,1,0,0,0,1,0,0
saw shirt phrase mind dangerous place would like buy italy not sell sadness,0,0,0,0,0,1,0,0
little reminder private account delight shittalking occasionally not safe work stuff,1,0,1,0,0,0,0,0
literally crack see post 2 years ago later hilarious,0,0,0,0,1,0,0,0
added years yrian conflict arming rebel army would think iraq sunk kerry,1,0,1,0,0,0,0,0
nightmare,1,0,1,1,0,1,0,0
follow instagram 107 love tag like fuck ler tweegram photooftheday 20likes amazing smile follow4follow like4like look,0,0,0,0,1,0,0,0
really jumanji 2 rock jack black kevin hart kidding freak terrible idea horrible,1,0,1,0,0,0,0,0
horrible,1,0,1,0,0,1,0,0
cure anxiety intimate relationship christ 1 john 18 anxiety,0,1,0,1,1,0,0,0
not man not know juggle just not ball funny pun laughing loud hilarious punny,0,1,0,0,1,0,0,0
going say rooney shadow former self not want offend shadow nt fuck cv fuck c,0,1,1,0,0,0,0,0
really so long shocking honest,0,0,0,1,0,0,1,0
little sniffle end ong get every time rejoice,0,1,0,0,1,0,0,0
remember train sunday froch v kessler nightmare,0,1,0,1,1,1,0,0
yes done people really done lying worse thing someone nightmare,1,0,1,1,0,0,0,0
know crazy just shocking,0,0,0,0,0,0,1,0
penny dreadful 3 temporada,0,0,0,1,0,1,0,0
fuck boiling inside not going good let,1,0,1,0,0,0,0,0
agreed so tired nonsense soros must elated,1,0,1,0,0,1,0,0
not worst si attended worth one worst con last 5 years,1,0,1,0,0,0,0,0
lady gentleman tremendous success panama leak presenting bahamas leak,0,1,0,0,1,0,0,0
onus pak act terror group find safe haven type support cross border terror mea,0,0,0,1,0,0,0,0
trying imagine first response president trump act terror thought terrorizes,0,0,1,1,0,0,0,0
online day come play happy happy horny playful sweet sour,0,1,0,0,1,0,0,0
truly want more god life requires letting go old things allow new things flourish stop,0,1,0,0,1,0,0,0
categ gen andobc cost 100 nill not reservation support sir minimize fee bright fut,0,1,1,0,1,0,0,0
cheerfully defending group unchecked armed thug shown history racism violence lie,1,0,1,0,0,0,0,0
put so much artefact point fury not raid literally wasted 1 month life thanks blizzard,1,0,1,0,0,0,0,0
smile people see happens think surprised smile more surprisepeople influenceinternational,0,1,0,0,1,0,0,0
hesitate li dream unknown fear actually not exist aqeel syed lifeis beautiful live purpose,0,1,0,1,1,0,0,1
not li anymore roblox got termianted sad killme laughing loud robloxgamer,1,0,1,0,0,1,0,0
literally guy would say successful guy tell ship sail kay guy first working sub last sunk,0,0,1,1,0,0,0,0
finally tell therapist sexuality last frontier not sure fear single girl problem,0,1,0,1,0,1,0,0
weather so breezy man not life always easy,0,1,0,0,1,0,1,0
listen yh not provoke co make cry,1,1,1,0,0,1,0,0
sometimes take sadness know happiness noise appreciate silence absence value presence,0,1,0,0,1,1,0,0
straight people canoodling quad,0,0,0,0,0,0,0,0
guy come train smell like mixture damp dog old sweat sewage works gross horrid getoffthetrain smelly,1,0,1,0,0,0,0,0
however pretty sure excitement not help bullet journal fright,0,1,0,0,1,0,0,0
sister dog think know provoke reaction,0,0,0,0,0,0,0,0
ok 2 week not able sign time move find another app strongly discourage nikerun,1,0,1,0,0,1,0,0
biblemotivate worrying worried 1peter 5 7 throw worry care faith leadership mindfu,0,1,0,0,1,0,0,1
remember journey unique not get discouraged comparing journey someone else get,0,1,0,0,1,0,0,1
anthony weiner ist action really going selection election syria race riot gas crisis2016 no apl rape,1,0,1,0,0,0,0,0
always full joy lord say rejoice philippian,0,1,0,0,1,0,0,0
doom gloom want hear lovely things airbnb,0,1,0,0,1,1,0,0
meant happy happy,0,1,0,0,1,0,0,1
tweet tweet chirp chirp loser,1,1,1,0,1,1,0,0
not exactly rabid tub thumper compared mcter,0,1,0,0,1,0,0,0
staff fr1005 asked information told look online get pay ryanair compensation,1,0,1,0,0,0,0,0
just interview medical internship beyond nervous shaking so bad unreal,0,0,0,1,0,0,0,0
night room polluted syrinx notebook shadow moving kind night away melancholy away,0,1,0,0,0,1,0,0
not wait,0,1,0,0,1,0,0,0
fuck shy trying thigh,1,0,1,0,0,0,0,0
watch amazing broadcast boss lively musicallyjh,0,1,0,0,1,0,0,0
got staystrong yourebeautiful,0,1,0,0,1,0,0,1
sadly not,0,1,1,0,0,1,0,0
worrying worried 1peter 5 7 throw worry care faith leadership mindfulness success,0,1,0,0,1,0,0,0
2 get 2 reveal tax immediate danger not answer afraid,0,0,1,1,0,0,0,0
democracy not work mob mentality mass hysteria fear mongering oligarchy,1,1,1,1,0,1,0,0
well exhilarating not know could goosebump 2 hr 5m straight,0,1,0,0,1,0,1,0
tonight top delight skein goose flying 1 foot swam windermere breeze dropped became like glass,0,1,0,0,1,0,0,1
offended,1,0,1,0,0,0,0,0
lost 11 lb since got married eating healthy gone a9 47 mile a8 50 mile 2 week areyousureimagedout fitness,0,1,0,0,1,0,0,0
already fucking 1 ok well love panic attack afternoon,1,0,1,1,0,1,0,0
twitter picture just make fume,1,0,1,0,0,0,0,0
one main things 13c filling void empty bitter heart making everything wanted growing,0,1,0,0,1,0,0,1
dream dropped iphone 7 broke t_t cry phone7,0,1,0,1,0,1,0,0
turn grumpy frown upside something next impossible today,0,0,0,0,0,1,1,0
absolutely love anxiety attack halfway family meal,0,0,0,0,1,0,0,1
never dull moment hope gd trip,0,1,0,0,1,0,0,0
not stealing girl solo crota end flawlessly not try face wrath machine,1,1,1,0,1,0,0,0
world know pakistan epicentre terror pakistan speech un define agenda,1,0,1,1,0,1,0,0
got fever high got boiling blood,1,0,1,0,0,1,0,0
kik trade fun conversation kik youraffair kik kikme messageme textme pic trade tradepics direct message snap bored,0,1,1,0,1,1,0,0
free open breezy enjoy things not get better so get used,0,1,0,0,1,0,0,0
annoyed bullying download app eats phone memory seek alternat tripadvisor,1,0,1,0,0,0,0,0
connie came back hey seem bit more lively,0,1,0,0,1,0,0,0
c heartfelt condolence glad passed levity love heart,0,1,0,0,1,1,0,1
house grand design not forest wibbly wobbly pine plantation,0,0,0,0,0,1,0,0
sometimes worst place head quote worstenemy thinktoomuch,0,1,1,0,0,1,0,0
watch amazing broadcast musically,0,1,0,0,1,0,0,0
m3 day sober not want ruin,0,1,0,1,1,1,0,0
world facing terrorism terrorist school exist terrorist teacher father terrorist motherland,1,1,0,1,0,1,0,0
mad brother sad feel better bub,1,1,0,0,0,1,0,0
thing scary a1 armed man trying scare someone fact feel 1 arm good tryin scare someone,0,0,0,1,0,0,0,0
hate post con blues avoided plague too yay yay constant hand sanitizer,1,0,1,0,1,0,0,0
mine pass know inconsolable devastated,0,0,0,0,0,1,0,0
bad kurt literally glee,0,0,1,0,1,0,0,0
posit thoughts gloom cloudy day,0,1,0,0,1,0,0,0
part 2 buzzing cheeky squashie two not expected sort food angry,1,0,1,0,0,0,0,0
first expac since wrath feel like proper evolution game,0,0,0,0,1,0,0,0
toddler coping new arrival tried killing yet cheerfully ask,0,0,0,0,0,0,0,0
every minute angry lose sixty second happiness ralph waldo emerson quote,1,1,0,0,1,0,0,0
wrong not hesitate block cut life completely one greatest talent,1,1,1,0,1,1,0,0
got use dark skin emoji,0,1,0,0,0,0,0,0
just finally started homefronttherevolution tory gameplay wasteofmoney,1,0,1,0,0,1,0,0
miss social media place get laugh jump dm laughing loud shit depressing,1,0,1,0,0,1,0,0
snapchat new would beg differ optimism,0,1,0,0,1,0,0,0
lost wallet laughing loud,1,1,1,0,0,1,0,0
trust dear want make anything invisible hang wet paint hilarity ensue,0,1,0,0,1,0,0,0
start day wit smile buviobby,0,1,0,0,1,0,0,1
unfollowed without hesitation lit 3,1,0,0,0,0,0,0,0
buddha not possess enough power deliver affliction,0,1,0,0,0,1,0,0
hey announced like immediately asked nice thanks panic,0,0,0,1,0,0,0,0
sad not film story know could ploy escalate tension unverified report no hype,0,1,0,1,0,1,0,0
hahahaa know coy,0,1,0,0,1,0,0,0
show respect not go war not say anything not lost friend mate war so ahut,1,1,1,0,0,1,0,0
laugh today laugh hard hope so need laughter love,0,1,0,0,1,0,0,1
finally braces not stop smiling,0,1,0,0,1,0,0,0
work yesterday old cunt couple told coffee cold wanted refund so put finger front angrily,1,0,1,0,0,1,0,0
automatic l keep trying family thewengerway,0,1,0,0,1,0,0,0
too grim too insanely determined hurt,1,0,1,0,0,1,0,0
really want go fright fest,0,1,0,0,0,1,0,0
ohh silver lake came lot guy stayed,0,1,0,0,0,0,0,0
health insurance not cover tm let know cover ect mentalhealth psychology depression tm ect,0,1,1,0,0,1,0,0
comparing akshay sir zandu balm insult akshay sir,1,0,1,0,0,0,0,0
panic attack could not find twitter turn twitter jerk still see nyssa alghul,0,0,1,1,0,0,0,0
not fan beat happening not discourage aspiring olympia musician okay wrecord,0,1,0,0,1,0,0,0
side fear lie freedom jb glossinger quote,0,1,0,1,1,0,0,1
love optimism blue moon,0,1,0,0,1,0,0,1
sigh got depressing,0,0,0,0,0,1,0,0
not get point made reporting charlotte looting not explore looting business symbolizes,1,0,1,0,0,0,0,0
want go blithe read goat,0,0,0,0,1,1,0,0
parentsof addict let wellness revenge al anon speaker,1,0,1,0,0,0,0,0
get so angry people not know not stop sign francis foster road,1,0,1,0,0,0,0,0
asked parcel delivered pick store not address fuming poorcustomerservice,1,0,1,0,0,1,0,0
not brown nosing listened lots housing minister nhf16 impressed more,0,1,0,0,1,0,0,1
hearty thank joining tonight delicious british dish menu beer club,0,1,0,0,1,0,0,0
ka like tart cake like saying c make sense,0,0,0,0,1,1,0,0
bower went drove evening horrible,0,1,1,1,0,1,0,0
also like incurring lily wrath,1,0,1,0,0,0,0,0
northampton awful,1,0,1,0,0,0,0,0
onus pak act terror group find type support cross border terror mea,0,0,0,1,0,0,0,0
issue broadband bill charged month signed airtel,1,0,0,0,0,0,0,0
incredibly shocked disappointed customer service really making rethink flying future unhappy,1,1,1,0,0,1,0,0
unleashing god wrath just cain,0,0,1,1,0,0,0,0
sometimes like ride arround people shoulder drop unexpectedly vent doorjamb like big gleeful spider,0,0,1,0,1,0,0,0
minus 10 hour till meet designer want model new fashion line,0,1,1,0,1,0,0,0
today dragged,1,0,1,0,0,1,0,0
luis ortiz ducked ustinov means fight left future not looking bright ortiz boxing,0,1,1,0,0,1,0,1
fosu mensah complete nightmare reason northampton attack come left,0,1,0,1,0,1,0,0
trouble feigned anger gave look told behave knew would not though one,1,0,1,0,0,0,0,0
just paid chicken not even get go dollar customer angry,1,0,1,0,0,0,0,0
point scorning fury labor nothing address long term detention need resettle asylumseekers manus nauru,1,0,1,0,0,0,0,0
momma irritate asking question like gone,1,0,1,0,0,0,0,0
more shameful distrust friend deceived,0,0,1,0,0,1,0,0
mind raging just want end,1,0,1,0,0,1,0,0
former diplomat quite gleeful ituation pakistan not quite stiff upper lip diplomacy seen normally,1,1,1,0,1,0,1,0
fuck boy run drag route back back madden,1,0,1,0,0,0,0,0
beyond wonderful singing prowess phenomenal damn just elated watch act u,0,1,0,0,1,0,1,1
please not insult word molna,1,0,1,0,0,0,0,0
imagine teppu got animated madhouse though gt _ lit,0,1,0,0,0,0,1,0
talksport sound like broadcasted someone basement terrible quality amateur,1,0,1,0,0,1,0,0
literally gloomy hour,0,0,1,1,0,1,0,0
just adding little levity,0,0,0,0,0,0,0,0
one chosen clp member mp seat not people dole mate elect candidate,1,0,1,0,0,1,0,0
so today un armed silence lungs rejoice freedom inside color too woman counted jawbone became razor free,0,1,0,0,1,0,0,0
more terror attack india means something ominous pakistan current situation not last long,1,0,0,1,0,0,0,0
cry fear clear path voice seems 2 silent 2 chase rat just indoor expecting open door weak wise fool,0,0,1,1,0,1,0,0
summerof69 show raw sexuality pure mirth thanks belly laugh butt sex jape,0,0,0,0,1,0,0,0
maybe keep white mouth shut let people targeted speak mourn,1,1,1,0,1,0,0,0
affected insult infected,0,0,0,0,0,0,0,0
2day used term terrorism many addresses form opinion form terrorism world injustice,0,1,0,1,0,1,0,0
not scared bee terrify,0,0,1,1,0,1,0,0
not blame poke room kicking chair beneath amwriting dark,0,0,0,0,0,0,0,0
2 application db still waiting year going loose job thanks unhappy crb,1,1,1,0,0,1,0,0
burn pick pitch not get like sting,1,0,0,0,0,1,0,0
welfarereform not model,0,0,0,0,0,0,0,0
android app designed buggy work sporadically fire tv box shocking,1,0,0,0,0,0,1,0
100 say teufel reassigned within organization next year wish sooner mets thirdbasecoach lgm,0,1,0,0,1,0,0,0
thank so much gloria so sweet thoughtful just made day more joyful love too,0,0,0,0,1,0,0,1
35 hold grudge ex,0,0,0,0,0,0,0,0
malaysian police arrest people suspected link terrorism including three foreigner malaysia,0,0,0,1,0,1,0,0
also riot protest alarming rate every time sa person color shot,1,0,1,1,0,1,0,0
not even remember part movie not terrible just not very scary expected better ending,0,0,1,1,1,0,0,0
hmm somehow twitter feel really depressing more like negat today think missed something,0,1,1,0,0,1,0,0
not think girl girl fraud bully celebeffer,1,0,1,0,0,0,0,0
just thought disgusting man could not sink lower like hillary depravity character no bottom,1,1,1,0,0,1,0,0
accepted flaw no one use quote mentalhealth psychology depression anxiety,0,1,0,1,1,0,0,0
team must draw hat daily personality drugged angry yeller quiet screamer,1,0,1,0,0,1,0,0
awe thank,0,1,0,0,1,0,0,0
usa panicattacks anxiety depression so much medication,0,1,0,1,0,1,0,0
watch open mexico week thank making not discouraged,0,1,0,0,1,0,0,0
panic attack night thought mum actually downstairs tarted bashing around hrjdjd,0,0,0,1,0,0,0,0
watch amazing broadcast mccloud musically,0,0,0,0,1,0,0,0
rejoicing little bit prematured not think,1,1,1,0,1,0,0,0
terror leader say not jump conclusion matter racial unrest silent,1,0,1,1,0,0,0,0
nawaz sharif confesses pakistan support terror unga burhan wani,1,0,1,1,0,0,0,0
great see matilda so happy new chair provide access lots new experiences,0,1,0,0,1,0,0,1
just begun lady gent war racism begun sadness segregation continues shake head,1,0,1,0,0,1,0,0
friday open tonight tomorrow get jump halloween come play u hauntedattraction tulsa,0,1,0,0,1,0,0,1
smoking weed watch 12 pull somebody else joyous thing ever,0,1,0,0,1,0,1,0
still waiting see make appearance next week two month today ordered badservice,1,0,1,0,1,1,0,0
god igi pain mess stress take heavy load amen stress mess pain depression sadness,0,1,0,0,1,1,0,0
quote say know without ever lost find like saying know everything,0,0,0,0,0,0,0,0
thursday means grey day tgit rejoice,0,1,0,0,1,0,0,0
joking not parent dark,1,1,0,0,0,1,0,0
still not get jimmy garoppolo head almost 3 week thanks lot,0,1,0,0,1,0,0,1
breezy breezy breezy breezy buzzinn,0,0,0,0,1,0,0,0
thought nausea headache passed laughing loud feel awful today,1,0,1,0,0,1,0,0
imagine celtic burst net wae every attempt nutt old dain hard way usual,0,0,0,0,0,1,0,0
friend lost phone long mourn lost phone ask earpiece,0,1,0,0,0,1,0,0
beyond naming shaming lie vast space sanction terror state v wait til others impose not courage,0,0,1,1,0,0,0,0
haha brother sadly married man,0,0,1,0,0,1,0,0
please bear not twitter savvy real life facebook person help gain follower blog selfhelp,0,1,0,0,0,0,0,0
honestly fuming,1,0,1,0,0,0,0,0
not want speak front nopanicattack,1,0,1,1,0,0,0,0
first time madden career just set farm account make motm much easier,1,1,0,0,1,0,0,0
john carpenter horror action flick favorite,0,1,0,1,0,0,0,1
want kill destroy want died want flint back emo scene fuck die hatered,1,0,1,0,0,0,0,0
not believe mint fest two day away hate outfit,1,0,1,0,0,1,0,0
lit class great person good cheer,0,1,0,0,1,0,0,1
still laughing bitch took pillow line kurt,0,1,0,0,1,0,0,0
tweet dedicated back pain not understand youthful spry full life vivacious,0,1,0,0,1,1,0,0
think paul bitter not pastry,1,0,1,0,0,1,0,0
45 minute late counting horrible ctt service suck,1,0,1,1,0,1,0,0
resent india pakistan problem save nawaz sharif,0,0,0,0,0,0,0,0
gi 11yo afam son advice today polite no sudden movement keep hand see sadness,0,1,0,0,1,1,0,0
sadly just dude yell frog name clinton rally one day changed everything,0,0,0,0,0,0,0,0
people leave toilet fucking grim state,1,0,1,0,0,0,0,0
get brock sable tag team mr mr away without leaving watch glee,0,1,0,0,1,0,0,0
must knowing blithe means adj happy cheerful,0,1,0,0,1,0,0,0
bridget jones baby best thing seen age so funny missed bridget love hilarious team mark,0,0,0,0,1,0,1,1
buying early entry ticket means fuck expect complaint email get home shocking service,1,0,1,0,0,0,0,0
could just get line block germantownbroncos lilleague popwarner bronco usafootball lineman,0,1,0,0,0,1,0,0
ok seems still hope bsnl baby speed ok not thank elate much lest gone like,0,1,0,0,1,0,0,0
so intrigued style boy always sucker wild boy alarm,0,1,0,0,1,0,1,0
gi blue guitar could not stand main character sort skim read end got grim unsettling 1 2,1,0,1,0,0,1,0,0
would not wish anxiety depression even worst people not fun anxiety depression,0,0,0,1,0,1,0,0
just finally started homefronttherevolution tory gameplay terrible wasteofmoney,1,0,1,0,0,0,0,0
mick nod would like went back food smiling finished,0,1,0,0,1,0,0,0
nobody street burning looting terrifying innocent citizen either,0,1,1,1,0,0,0,0
going back blissful ignorance fury,1,0,1,0,0,0,0,0
new england patriot jersey look like whack one tried make made custom jersey madden 04,0,0,1,0,0,0,0,0
true sonicsatam serious bit dark aosth like super goofy looney toonie degree,0,1,1,0,0,0,0,0
get discouraged try 5 fucking years contact lady gaga thousand tweet would see tweet,0,1,0,0,0,1,0,0
watch amazing broadcast lively musically,0,1,0,0,1,0,0,0
contention hosting nation camden empty sad,0,1,0,0,0,1,0,0
fellow grad shiver hallowness arguments,1,0,1,1,0,0,0,0
possibility endless becca unplug matrix stay salty happy surfing sunset aloha,0,1,0,0,1,0,0,0
problem yes something no,1,0,1,0,0,0,0,0
hi working towards highlighted concern keep posted regard himani,0,0,0,0,0,0,0,0
said not not play hrc campaigning oh not discourage 3rd party vote true,0,1,0,0,0,0,1,0
fight guy not insult lion like seriously kind wasted best player,1,1,1,0,0,1,0,0
wonder guy broke penis sex serious,0,0,0,0,0,0,1,0
highly animated even though decomposing,0,1,0,0,0,1,0,0
worked lot feeling amazing,0,0,0,0,1,0,1,0
know gross think putting snail mucus face sa small price beauty plus texture product just like face cream so feel weird,0,1,1,0,0,0,0,0
feel child moving inside not help amazed phenomenon also,0,0,0,0,1,0,1,0
still feeling somewhat dazed well gone spite inability cope so much change,0,0,0,0,0,0,1,1
found art side feel very impressed work,0,0,0,0,0,0,1,0
use mess around centre fast walk everyday shopping anytime feel amazed trieste,0,0,0,0,0,0,1,0
not walk shop anywhere not feel uncomfortable,0,0,0,1,0,0,0,0
hate feel fearful absolutely no reason,1,0,0,1,0,0,0,0
feel insecure sometimes not,0,0,0,1,0,1,0,0
feeling insecure moment,0,0,0,1,0,1,0,0
feel little nervous go gym,0,0,0,1,0,0,0,0
feeling uncertain merit posting blog frequency earnestness previous year,0,0,0,1,0,0,0,0
feel agitated not foresee frustration earlier leading ending relationship,0,0,0,1,0,1,0,0
even feel little shaky,0,0,0,1,0,0,0,0
pregt dean spent rest pregcy feeling terrified another baby,0,0,0,1,0,0,0,0
feeling apprehens also wildly excited,0,1,0,1,0,0,0,0
feeling reluctant exit freshly cleaned apartment stayed cleaning late last night,0,0,0,1,0,0,0,0
feel shy admit struggling haul single computer,0,0,0,1,0,0,0,0
feeling particularly vulnerable specific area so began talking friend interestingly enough incredible understanding struggle,0,0,0,1,0,0,0,0
just went script would like mustard sauce started feel really startled,0,0,0,0,0,0,1,0
feel terrified landlord not changed lock yet,0,0,0,1,0,0,0,0
wrote two years ago so many things feel unsure maybe,0,0,0,1,0,0,0,0
feel suspicious informality lack credentials,0,0,0,1,0,0,0,0
feel kind weird andrea try talk chris,0,0,0,1,0,0,0,0
still feel frightened world yet no near much used,0,0,0,1,0,0,0,0
remembering feeling skeptical,0,0,0,1,0,0,0,0
love dance often feel inhibited body unsure capable hyper concerned people watching opinion style just feeling awkward no idea supposed,0,0,0,1,0,0,0,0
see pitcher mound little league diamond feel so anxious look so isolated,0,0,0,1,0,0,0,0
balancing hand feet hanging feel like pretty far terrified let drop totally calm ame time hanging,0,0,0,1,0,0,0,0
begin feel distraught must,0,0,0,1,0,0,0,0
feel strange talking le serious things right like cooking,0,0,0,1,0,0,0,0
know mean feeling agitated,0,0,0,1,0,0,0,0
feeling very unsure near breaking point,0,0,0,1,0,0,0,0
indicated feeling quite overwhelmed work responsibility teaching traveling writing,0,0,0,1,0,0,0,0
lot going life feel overwhelmed,0,0,0,1,0,0,0,0
feel agitated annoyed more worried fearful feeling easily lead short tempered family feeling disharmony,0,0,0,1,0,1,0,0
still feel scared every time go strange place,0,0,0,1,0,0,0,0
feel afraid agn laughing loud new,0,0,0,1,0,0,0,0
feel so scared voice start speak,0,0,0,1,0,0,0,0
always feel so pressured,0,0,0,1,0,0,0,0
feeling vulnerable nervous worried anxious bit lost,0,0,0,1,0,1,0,0
feeling afraid lot lately,0,0,0,1,0,0,0,0
see momo feel shy momo hmm gt heyy momo,0,0,0,1,0,0,0,0
feel little bit shy talked second manage saw eye something girl,0,0,0,1,0,0,0,0
feeling especially shy awkward know many people,0,0,0,1,0,0,0,0
guess feeling meant inhibited prohibited,0,0,0,1,0,0,0,0
began feel very strange,0,0,0,1,0,0,0,0
feel pressured constrained choice behave particular way just felt very busy,0,0,0,1,0,0,0,0
feel like last year especially gone girl woman despite hesitant always getting older next year twenty four surprised pleased done so,0,0,0,1,0,0,0,0
feeling bit uncomfortable too,0,0,0,1,0,0,0,0
know nowhere near worse brethren overseas right feel like physically emotionally spiritually assaulted,0,0,0,1,0,0,0,0
feeling so reluctant overwhelmed try think alternat abandoning dream,0,0,0,1,0,0,0,0
feel restless weekend heading way,0,0,0,1,0,0,0,0
not strappy shoe work just feel weird so took thrifted ninewest,0,0,0,1,0,0,0,0
moment just feel so overwhelmed eye well tear,0,0,0,1,0,0,0,0
feel afraid whatever ad anything happen not care good bad just afraid hope god help whatever,0,0,0,1,0,0,0,1
ventured fabric fabric whim yesterday feeling bit nervous knowing would tempted beyond comfort,0,0,0,1,0,0,0,0
feel pressure falling more so shoulder feeling slightly doubtful leads unhappy thoughts not usually like optimistic self must say,0,0,0,1,0,1,0,0
described feeling feeling control completely restless fear could still happen obsession trying fact just not working,0,0,0,1,0,0,0,0
admit left feeling shaken bit goose,0,0,0,1,0,0,0,0
feel helpless superfluous jenn elaine naturally,0,0,0,1,0,0,0,0
reported feeling marginalized intimidated subjected threat retaliation,0,0,0,1,0,0,0,0
tried sorting area cat house lunchtime guess printer ordeal feeling quite uptight so put hold,0,0,0,1,0,0,0,0
feel vulnerable not knowing come feel like rest life depends today,0,0,0,1,0,0,0,0
often feel confused whether bipolar just really hard core sinful nature,0,0,0,1,0,0,0,0
grabbed dog hugged fiercly next hour so began feel bit like not completly shaken feeling feeling rather depressed anxious day,0,0,0,1,0,0,0,0
supposed feel sympathy emma afraid failed,0,0,0,1,0,0,0,0
feel falling pit buying think real just skeptical woman,0,0,0,1,0,0,0,0
walked near hotel felt very obvious uneasy warning petty crime read guidebook maybe residual years ago left feeling threatened,0,0,0,1,0,0,0,0
remember feeling so frightened could feel emotion high level,0,0,0,1,0,0,0,0
just hiked long steep hillside loaded grass bush so feeling pretty doubtful able find,0,0,0,1,0,0,0,0
began feel shaky nauseous yearned connection cairn make deprivation,0,0,0,1,0,0,0,0
feeling doubtful pattern colors working together not sure everything come together,0,0,0,1,0,0,0,0
still healing heart broken still healing broken dream still doubting still feeling confused,0,0,0,1,0,1,0,0
woke today feeling kind strange,0,0,0,1,0,0,0,0
feeling quite distressed dejected battle insomnia,0,0,0,1,0,0,0,0
feel shy wearing,0,0,0,1,0,0,0,0
wept jackson slept feeling overwhelmed feeling want die,0,0,0,1,0,1,0,0
mentioned last blog started get feeling pressured studying things not like also made person might not fully,0,0,0,1,0,0,0,0
first read book college helped cope feeling helplessness fear uncertain future,0,0,0,1,0,0,0,0
feeling frantic,0,0,0,1,0,0,0,0
ever want feel vulnerable,0,0,0,1,0,0,0,0
lift different hurt so bad day happened get mind feel bit timid,0,0,0,1,0,0,0,0
still feel nervous,0,0,0,1,0,0,0,0
notice different question feeling so agitated,0,0,0,1,0,0,0,0
got learn mindful feel time not just suspicious feeling,0,0,0,1,0,0,0,0
not know deal feel like becoming apart afraid going associate regular things so never forget,0,0,0,1,0,0,0,0
normally find intimidating crazy tiny little foreign food place people like so feel le socially intimidated,0,0,0,1,0,0,0,0
feel unprotected even travelling alone,0,0,0,1,0,0,0,0
feel really uptight unable unwind,0,0,0,1,0,0,0,0
think feel little weird,0,0,0,1,0,0,0,0
feel like indecis idiot,0,0,0,1,0,0,0,0
saying not read book character hard empathise lot time found not feeling distraught something happened rather uninterested blank,0,0,0,1,0,0,0,0
feel assaulted shit storm confusion anger hurt feeling tsunami u away,0,0,0,1,0,0,0,0
feel suffocated paranoid,0,0,0,1,0,0,0,0
must confess still feeling very uncertain god going work everything,0,0,0,1,0,0,0,0
just feeling indecis ever suppose,0,0,0,1,0,0,0,0
feeling very strange also present movement trying one way,0,0,0,1,0,0,0,0
remember feeling nervous,0,0,0,1,0,0,0,0
forced keep going back even though made feel consistently uncomfortable just gave saw no point,0,0,0,1,0,0,0,0
still feel confused guilty whole thing,0,0,0,1,0,0,0,0
feel intimidated task feel overwhelmed huge complicated task,0,0,0,1,0,0,0,0
went around rest day feeling distressed changed appearance based someone comment made even coincidence more appealing just felt wrong wrong wrong,0,0,0,1,0,0,0,0
easily feel quite pressured routine really noticed difference away,0,0,0,1,0,0,0,0
feel le shy exploring role more physical ways,0,0,0,1,0,0,0,0
feel like shy away triggering stereotype person scream break things not get eat favorite kind sandwich,0,0,0,1,0,0,0,0
feeling too tortured write today,0,0,0,1,0,0,0,0
looking vest top shorts long one due feel paranoid cellulite everywhere,0,0,0,1,0,0,0,0
enjoy book however especially liked character brother one fired detectin spirit feeling skeptical willing back brother fight,0,0,0,1,0,0,0,0
think level understanding though still feel he hesitant,0,0,0,1,0,0,0,0
